"","word","RC1","RC5","RC2","RC4","RC6","RC3","RC7"
"80","big",0.221618854798931,0.209442973537672,0.00435333884257437,0.00300340658138363,-0.02427533148859,0.296378365967744,0.0720867575445508
"81","moment",0.0630874241752629,0.237948777853279,0.269460399225659,0.0737725735871417,0.109482935213831,0.291324316875306,-0.145190365770795
"82","car",0.145064291739886,0.118246552490985,0.178271638116042,-0.143167181932118,0.130593523579332,0.0954702719368394,0.587124326087023
"83","yell",0.0202944078218104,0.00704246481964305,0.257956330904163,-0.1688890530398,0.127609533171767,0.0809614236274009,0.44206379293229
"84","high",0.260917817429908,0.23347645082865,0.216613034863024,-0.0889204747664938,0.373604058654698,-0.239047576688577,-0.410259753550981
"85","school",0.293795677701392,0.219812856022453,0.200523799380828,-0.110661132864981,0.354043946782588,-0.242799585716012,-0.40356942897113
"86","mad",0.068110528286807,0.0648071528613385,0.0209513817693222,0.13424566111181,0.100516734358303,-0.103494826998863,0.33560651850897
"87","house",0.270523215377002,-0.0755152906654913,0.158561918267994,0.239128966008139,-0.0237088577569382,0.290071496961016,0.325851864130036
"88","drive",0.225419676079214,0.201470114578989,0.202463511822053,-0.145528710915579,0.122578516073971,0.140101204752505,0.324409463121821
"89","justify",-0.114404376208154,0.13074664989012,0.101239219164378,-0.0836363215198617,-0.116316737153226,0.132046048668181,-0.310307921811186
"90","react",-0.144653769853559,0.0243113494096649,-0.0428831988290504,0.0787766824369602,-0.184003682545776,-0.0480020130197819,-0.284564748563241
"91","situation",0.0707948927014685,0.24019752513779,0.1396474256012,0.0301141195848179,0.0749361655935802,0.195475904053832,-0.267068678930609
"92","hard",0.213144376073367,0.226993173398413,0.143884184789578,-0.0304040210485697,0.254310306102316,-0.0832953475627526,-0.256382662793192
